緯度情報,経度情報,愛工大からの距離,データ名
35.3706276081,136.8797135353,0.2991516919,すいとぴあ江南
35.3705751167,136.8795311451,0.2992611402,すいとぴあ江南
34.9482347590,137.2985416328,0.2995305988,寺野の大クス
35.3709506804,136.8787680361,0.3000915276,スイトピアYuYuクラブ朝市
34.9182586518,136.9715309143,0.3005524301,【知多】海潮院
35.1967861887,137.4136025695,0.3008580722,東海自然歩道
35.3669020494,136.8744795673,0.3009659639,木曽川堤（サクラ）
34.9058183009,136.9960516691,0.3012392520,伝統食品工場見学 ［ヤマシン㈱白しょうゆ醸造工場］
34.9180280139,136.9657448708,0.3035213025,【知多】東光寺
34.9166677981,137.2582363899,0.3037005364,北山湿地
35.3496895952,136.8579983711,0.3044591496,曼陀羅寺公園のフジ
35.3496545919,136.8579500914,0.3044804816,曼陀羅寺公園のフジ
35.3494795751,136.8573224545,0.3049111475,まんだら青空市 （曼陀羅寺公園大型バス駐車場）
34.9279945187,136.9463490388,0.3049995113,大高山古窯
35.0142914050,137.3669663897,0.3050893144,切山の大スギ
35.0423036827,137.3839795589,0.3054813066,手作り工房山遊里
34.9396685313,136.9288301468,0.3055240515,【知多】ふれあいの森
35.1099920458,136.8161831308,0.3058032830,ＪＡなごや南陽店
34.9990708398,136.8680367837,0.3066092694,知多市歴史民俗博物館（知多市）
34.9991101188,136.8679225445,0.3066769564,【知多】知多市歴史民俗博物館
35.2256127828,136.8086779118,0.3072756523,愛知西のその他各直売所（産直広場大里店）
34.8843091932,137.0421580839,0.3073875795,八王子貝塚
34.9957571826,136.8687486649,0.3080480325,【知多】栖光院
35.1156522695,136.8125295639,0.3080569303,農業文化園・戸田川緑地
34.8767807443,137.0831361339,0.3080863588,道の駅にしお岡ノ山
34.9025034984,136.9864336078,0.3081223106,伝統食品工場見学 ［七福醸造㈱ありがとうの里］
35.1153802097,136.8125081062,0.3081378148,農業文化園と戸田川緑地公園
35.1888208974,136.8049335480,0.3081558219,【海部】ハナショウブの風景
34.8768571841,137.0765616874,0.3087179679,西尾のヒメタイコウチ（生息地）
34.8825953767,137.0416116714,0.3091812393,稲荷山茶園公園
34.8825689732,137.0414507389,0.3092441454,【西三河】稲荷山茶園公園
35.2136749988,137.4216377735,0.3100762005,【豊田加茂】黒谷渓谷
35.2137188265,137.4216699600,0.3101125135,黒谷渓谷
34.8752515422,137.0752398401,0.3104705892,八ツ面山（やつおもてやま）
34.8751378522,137.0753228310,0.3105733435,【西三河】八ツ面山（やつおもてやま）
34.9670164909,136.8900078535,0.3107592136,佐布里緑と花のふれあい公園（知多市）
34.9669021936,136.8900346756,0.3108195698,佐布里緑と花のふれあい公園
35.2918334444,136.8204695450,0.3120156232,馬見塚遺跡
34.8775345658,137.1769773960,0.3124881994,幸田憩の農園
34.8775392025,137.1770479151,0.3124980970,幸田憩いの農園
34.8805402849,137.0351046324,0.3127388921,【西三河】紅樹院（茶祖の寺）
34.9724849878,136.8820416927,0.3128120596,【知多】浄蓮寺
34.8786473489,137.0419023978,0.3129575742,神明社の大シイ
35.0669347018,137.4035167694,0.3129579163,【豊田加茂】保殿の七滝
34.9719091424,136.8822079897,0.3130780055,【知多】誕生堂
34.9718695803,136.8820953369,0.3131877950,【知多】正法院
34.9714205000,136.8824206330,0.3132517353,【知多】密厳寺
35.0667459025,137.4039459229,0.3134265073,保殿の七滝（ほでんのななたき）
34.9621015657,136.8909895420,0.3135054171,佐布里池（知多市）
34.9622070770,136.8908607960,0.3135221674,佐布里池
34.8788604490,137.0385563283,0.3135280999,西尾の抹茶工場見学
35.1780106422,136.7994336363,0.3136547782,七宝町のラカンマキ
35.1838184738,136.7990863323,0.3139558305,七宝焼アートヴィレッジ
35.1836650204,136.7990648746,0.3139771271,七宝焼アートヴレッジ
34.9709596479,136.8818432093,0.3139887283,【知多】如意寺
34.9920525337,136.8640065193,0.3140655070,【知多】牟山神社
34.8743703005,137.0538586378,0.3146578367,西尾市岩瀬文庫
35.1786290938,136.7982670539,0.3148111845,らかんまき
35.1784737389,136.7981529236,0.3149276994,【海部】らかんまき
34.8763199248,137.0364189148,0.3165071048,【西三河】実相寺（西尾茶の始め）
35.2522848516,136.8040660841,0.3165588365,国府宮の農産物直売所
35.2522867681,136.8039357662,0.3166864507,産直広場国府宮店
34.9187337056,137.2872269154,0.3168518976,【西三河】はいらっせぬかた
35.2852490840,136.8129909039,0.3168617226,愛知西のその他各直売所（お米屋さん丹陽西店）
35.2238730608,137.4282360077,0.3177804380,奥矢作湖
35.2238336209,137.4283325672,0.3178711942,【豊田加茂】奧矢作湖
34.9478317015,136.8992505426,0.3181272006,草木農産物直売所
34.9125489935,136.9454276562,0.3185300792,【知多】海蔵寺
35.0378149343,137.3965537548,0.3187123085,香恋の館
35.0378149343,137.3966825008,0.3188268405,香恋の館
34.9623903250,136.8832485702,0.3188348219,【知多】水の生活館
34.8690565663,137.0566313803,0.3193769108,【西三河】義倉蔵（ぎそうぐら）
34.9811617408,136.8653690815,0.3197609627,【知多】福生寺
35.2752207795,136.8065643311,0.3199332986,一宮地方総合卸売市場　日曜新鮮市
34.9291134706,136.9188498104,0.3199662661,グリーンプラザあぐい （農産物の直売）
34.8634110552,137.1159142256,0.3200140355,西尾いきものふれあいの里
35.2753784393,136.8065214157,0.3200196814,一宮地方総合卸売市場
34.9876665048,136.8581378460,0.3213914341,【知多】妙楽寺
34.8666901793,137.0480597019,0.3233195392,西尾市歴史公園
34.8659546184,137.0510780245,0.3234483545,抹茶ラボ　西尾伝想茶屋店
34.8658495036,137.0507097244,0.3236222586,【西三河】尚古荘
35.0356757717,137.4013128628,0.3239231394,三河湖観光センター
35.3510456845,136.8358296793,0.3239561705,浅井古墳群（岩塚古墳・浅井14号墳）
35.2400024470,136.7935507673,0.3244642353,あじさい寺（大塚性海寺歴史公園）
35.2400111648,136.7934912443,0.3245243664,あじさい寺（大塚性海寺歴史公園）
35.1315014425,136.7923346036,0.3248813579,海部水郷地帯の酒
35.3305390095,136.8231095270,0.3251262509,一宮桜まつり（浅井山公園）
35.3501538352,136.8327526353,0.3261362366,浅井古墳群（桃塚古墳・浅井4号墳）
34.9059240467,136.9407872318,0.3266057959,【知多】光照寺
34.8837201607,136.9828644440,0.3267437658,伝統食品工場見学 [スギ製菓　株式会社　工場]
35.3514669348,136.8316799779,0.3277299576,浅井古墳群（愛宕塚古墳・浅井20号墳）
34.8561514782,137.1326984793,0.3278505164,道の駅　筆柿の里・幸田
35.1487665703,136.7867696285,0.3281065601,【海部】須成祭
35.1686819266,136.7852372276,0.3281354663,JA海部東グリーンプラザ
35.1686819266,136.7852372276,0.3281354663,ＪＡ海部東グリーンプラザ
35.1468454862,136.7868952125,0.3281901679,蟹江町観光交流センター（祭人（さいと））
35.3052562004,136.8082834096,0.3282128850,一宮桜まつり（大江川緑道）
35.2845726009,136.8006131360,0.3283978674,妙興寺境内地
34.8548847207,137.1197175980,0.3285952976,平原（ひらはら）ゲンジボタルの里
35.2839835717,136.8001270294,0.3286796572,【尾張】一宮市博物館・妙興寺
34.9656317251,136.8666082621,0.3288736431,【知多】岡田地区
35.3504944995,136.8288343517,0.3296823097,浅井古墳群（小塞神社古墳・浅井1号墳）
35.2466530139,136.7893338203,0.3298277147,荻須記念美術館
35.1936695785,136.7832720280,0.3299293596,【海部】湯の花神事
35.1346902748,136.7858128133,0.3308363662,蟹江町まちなか交流センター 『みちくさの駅　楽人(がくと)』
35.2478884429,136.7884647846,0.3309191589,稲沢公園
35.2471349211,136.7882931232,0.3309416160,稲沢公園
34.8516041923,137.0863438767,0.3328803665,西尾のミカワギセル生息地
35.3536294233,136.8249152675,0.3346503541,木曽川堤（サクラ）
35.0302160019,137.4106246233,0.3347006907,三河湖
35.0302687136,137.4107372761,0.3347767381,三河湖
34.8483077908,137.1222066879,0.3352297099,平原（ひらはら）の滝
34.8579528943,137.1952110529,0.3356717583,不動ケ滝キャンプ場
34.8739810592,136.9808843488,0.3364717659,伝統食品工場見学 [九重みりん時代館・九重味淋大蔵]
34.9280664525,137.3338432678,0.3375717624,本宮山自然休養村　男川やな
35.1329827430,136.7789296477,0.3378966222,尾張温泉（湯元館）
34.9269703887,137.3338731196,0.3384210840,男川やな
35.1337014295,136.7781581158,0.3385532596,尾張温泉
35.1337014295,136.7781581158,0.3385532596,尾張温泉（尾張温泉東海センター）
34.9104902520,136.9126081467,0.3386149423,矢勝川堤に咲く百万本の彼岸花
34.8953824371,136.9349777699,0.3386266067,國盛 酒の文化館
34.8953472380,136.9349724054,0.3386593676,國盛　酒の文化館（半田市）
34.8456079408,137.0843923534,0.3390169819,吉良八幡山古墳
35.2200343618,136.7759785838,0.3390469906,緑花木販売センター
34.8956112308,136.9337493181,0.3390799726,【知多】光照院
35.2478621574,136.7798709869,0.3393473947,【尾張】稲沢の伝統文化
34.8981390232,136.9283835064,0.3398227593,摂取院のイブキ
34.8551952273,137.2029419962,0.3403063451,遠望峰山（とぼねやま）
34.8981191198,136.9273710251,0.3403906805,【知多】龍台院
34.9096334319,136.9106351757,0.3404751032,黒牛の里（半田市）
34.8931164651,136.9342160225,0.3409549943,MIZKAN MUSEUM
34.8931208651,136.9340765476,0.3410244221,MIZKAN MUSEUM
34.9258415899,137.3368477821,0.3412208846,わんパーク
34.8924696617,136.9347310066,0.3412364801,半田運河（半田市）
35.3058274758,136.7944803911,0.3412725226,一宮桜まつり（稲荷公園）
34.8924608616,136.9346129894,0.3413056657,半田運河
35.0830732326,136.7864370346,0.3416703769,海部南部味噌
34.8431480106,137.0796775818,0.3418960314,赤馬の径
35.1499837486,136.7727072532,0.3419724159,名古屋西流通センター　土曜特売市
35.2852490840,136.7865121365,0.3420415727,愛知西のその他各直売所（お米屋さん大和店）
35.1762287578,136.7706012726,0.3425159633,【海部】朝市かもり
35.1764765860,136.7703243365,0.3427877348,朝市かもり
35.2055103891,136.7701857708,0.3435675411,蓮華寺庭園
35.2053673440,136.7697868434,0.3439564831,蓮華寺のカヤノキ
35.2054042931,136.7697161436,0.3440293987,蓮華寺寺叢
35.2054262092,136.7696678638,0.3440789812,蓮華寺寺叢
35.2053648441,136.7694532871,0.3442892004,【海部】二十五菩薩来迎会
35.2384409565,136.7722714410,0.3451849791,尾張国分寺跡
35.2296661463,136.7708265781,0.3453270248,愛知県植木センター
35.2297713119,136.7708104849,0.3453570743,植木センター（愛知県植木センター）
34.8656995063,136.9770857682,0.3455798396,伝統食品工場見学 [株式会社　角谷文次郎商店]
35.3429827076,136.8059606008,0.3460659926,愛知西のその他各直売所（お米屋さん葉栗店）
34.8365932799,137.1559844165,0.3494673419,三河地震による地震断層
35.3576830795,136.8090534210,0.3503988225,１３８タワーパーク
35.3577224543,136.8090641499,0.3504091000,【尾張】138タワーパーク
35.1970626063,137.4633514881,0.3505754428,木材需要促進センター「モッキー」
35.1970713736,137.4635124207,0.3507365947,木材需要促進センター「モッキー」
35.3568036513,136.8067133958,0.3519968009,一宮桜まつり（木曽川堤）
35.1968697248,137.4649339914,0.3521493277,郷土資料館「ちゅーま」
35.1968521901,137.4649715424,0.3521861816,稲武郷土資料館「ちゅ～ま」
34.8547966796,137.2407603264,0.3525622735,蒲郡オレンジパーク
34.8361201742,137.0515434496,0.3526950674,西尾市憩の農園
34.8546205971,137.2407227755,0.3527128069,蒲郡オレンジパーク
35.0845438051,136.7743349075,0.3528418715,飛島村大宝排水機場保存館
34.8359361035,137.0515573025,0.3528739057,【西三河】西尾市憩の農園・バラ園
34.8373318638,137.1821272373,0.3529084625,本光寺
34.8372440722,137.1822906561,0.3530265754,島原藩主深溝松平家墓所
34.8357457120,137.0512842669,0.3531090372,西尾市憩の農園
34.9473814038,137.3766946793,0.3538690786,ぬかた体験村
34.9474429631,137.3770809174,0.3541159181,カフェ柚子木
35.0497521768,136.7847740650,0.3544358522,弥富野鳥園
35.0497433936,136.7845916748,0.3546080939,弥富野鳥園
34.9401258713,137.3710727692,0.3546380792,産地問屋宮ザキ園
34.8980927214,136.9009244442,0.3555292111,（いちご狩り）ベリーガーデンズ
34.9618465794,136.8336921930,0.3565495520,【知多】日長神社
34.9231786564,136.8692642122,0.3565796661,篭池古窯
34.8303264057,137.0595073700,0.3571211616,【西三河】天竹神社の棉祖神
34.8360681954,137.1985530853,0.3577149987,早春の西迫町（にしばさまちょう）
35.1003540765,136.7649579048,0.3578562834,三ツ又池公園
34.9018412141,137.3339080811,0.3578604338,岡崎市ホタル学校
34.8358216237,137.1981668472,0.3578623553,【東三河】早春の西迫町
34.8835546952,136.9176721573,0.3578880545,【知多】常楽寺
34.8377490167,137.0196825914,0.3580488748,枯木宮貝塚
34.8256016430,137.0954101170,0.3582447131,産直つのひら
34.8460498936,137.2339167666,0.3583630270,清田の大クス
34.8458606218,137.2338400680,0.3585153628,清田の大クス
34.9224078308,137.3589609258,0.3586076519,【西三河】万足平の猪垣
34.8975207533,136.8938219547,0.3602656016,（いちご狩り）市野園芸
35.3577312043,136.7971658707,0.3607835655,木曽川堤の桜
35.2312392350,136.7546474934,0.3615715365,愛知県下水道科学館
35.2314013622,136.7546260357,0.3616142855,【尾張】愛知県下水道科学館
34.8510020184,136.9688165188,0.3623499544,碧南市農業活性化センター　あおいパーク
34.8507819051,136.9688111544,0.3625540251,碧南市農業活性化センターあおいパーク
34.8507466869,136.9686126709,0.3626653359,レストランだいどころ
34.8908998639,136.8977830722,0.3631801615,ファーマーズマーケット「ブリオ」（半田市）
34.8908636310,136.8974590302,0.3634014845,ファーマーズマーケット　ブリオ
34.8459867175,136.9731834695,0.3652620112,碧南市前浜新田の松並木
34.8459128477,136.9729793072,0.3654084601,前浜新田の松並木
34.9018060178,136.8781900406,0.3666843844,（いちご狩り）澤田農園
34.8431949500,136.9749942082,0.3671579257,農家れすとらん葉菜の舎（はなのや）
35.2709901267,136.7557364702,0.3678818606,萩原・萬葉公園
35.2709594690,136.7557150126,0.3678954047,萩原・萬葉公園
35.1160471935,137.4757003784,0.3688620556,段戸裏谷（だんとうらだに）原生林  きららの森
35.3642234100,136.7910718918,0.3692660015,川釣り体験場　マス釣り
34.9547725921,136.8229687214,0.3693487773,新舞子マリンパーク
34.9548385426,136.8228721619,0.3693838028,新舞子マリンパーク（知多市）
34.8160665070,137.1617367796,0.3705591039,三ヶ根山
34.8160054126,137.1614956856,0.3705880688,【西三河】三ヶ根山
35.2382761330,136.7463111877,0.3708119017,産直広場一色下方店
35.2381184010,136.7462253571,0.3708734887,産直広場一色下方店
34.9649032450,137.4139560960,0.3718810519,須山のイヌツゲ
34.8552985126,137.2886967659,0.3721736473,宮路山（みやじさん）
35.1123787153,136.7474162579,0.3724618989,ＪＡあいち海部グリンセンター 十四山店（菜々耕房）
35.1123611624,136.7472016811,0.3726758856,JAあいち海部グリーンセンター 十四山店（菜々耕房）
34.8545413598,137.2887396812,0.3728615559,【東三河】宮路山（みやじさん）
34.9634511859,137.4142911996,0.3730066866,須山のイヌツゲ
35.2049177547,136.7400026321,0.3736586467,【尾張】一宮の桜まつり
35.2051982817,136.7398309708,0.3738462666,平和の桜並木
35.2054437420,136.7393159866,0.3743747416,平和桜物語
34.9762565246,137.4251614800,0.3746092712,愛知東農業協同組合　 産地直売施設　勇気野菜館
35.0182113524,137.4492581583,0.3746100538,涼風の里
34.9145521233,136.8516317154,0.3749947005,前山ダム公園
34.9145521233,136.8516317154,0.3749947005,前山ダム公園
34.9145059260,136.8514860143,0.3751293984,【知多】前山ダム公園
34.8094165674,137.0726931095,0.3761658651,国宝　金蓮寺弥陀堂
34.8093108597,137.0726931095,0.3762709631,【西三河】国宝金蓮寺（こんれんじ）弥陀堂
34.9130917783,136.8512932086,0.3762784977,前山ダム
35.1204263327,136.7417997122,0.3765474492,水の館
35.1203210255,136.7418104410,0.3765545013,水の館
35.0659515767,137.4712110114,0.3769378071,豊邦のアカガシ
34.9376984225,137.4000191689,0.3777978471,くらがり渓谷
34.9631742579,137.4204897881,0.3781916909,つくで手作り村
34.9631856588,137.4206416785,0.3783085423,つくで手作り村（味彩館、山家市）
34.8147545681,137.2010660200,0.3790207056,蒲郡海鮮市場
34.9628324571,137.4214180693,0.3791454665,つくで手作り村（勇気工房）
35.2547311524,137.4858283997,0.3795473189,押川大滝
35.2546785858,137.4858444929,0.3795532519,押川大滝
34.8571825602,137.3072361946,0.3796540556,【東三河】旧東海道赤坂宿
34.8066064585,137.0651131868,0.3798417149,尾崎士郎記念館、旧糟谷邸
34.8044184803,137.0844551622,0.3800703108,岩場古墳
35.2567330395,136.7400240898,0.3801555369,祖父江ぎんなんパーク
34.9637659513,137.4233373056,0.3801680067,歴史の小径（亀山城趾等）
34.9621364614,137.4223028926,0.3802700541,つくで手作り村（とんちん館）
34.8194757957,137.2252571583,0.3808437613,手織り三河木綿工房 手織場（てばたば）
34.8194330532,137.2254123190,0.3809303485,手織り三河木綿工房
34.8573234218,137.3099935055,0.3809512123,グリーンセンター音羽（ぺったん工房）
34.9326034564,136.8262656176,0.3809798709,常滑市大野町のイブキ
34.8572886860,137.3100764598,0.3810238367,グリーンセンター音羽（ぺったん工房）
34.9981790912,137.4460670623,0.3810735668,ＭＩＬＫ工房スコット
35.3074854920,136.7526966145,0.3811074738,産直広場尾西店
34.8699427652,136.8959569931,0.3812990209,壱町田湿地
35.2568040300,136.7387557051,0.3814138387,ぎんなん・いちょう並木
35.2568040300,136.7387557051,0.3814138387,ぎんなん・いちょう並木
34.8699471664,136.8956136703,0.3814909728,【知多】壱町田湿地
34.8699077883,136.8953356670,0.3816818309,壱町田湿地植物群落
34.8218075551,137.2357991857,0.3818733695,ナチュラルキッチン　せさみ
34.8558503090,136.9147827081,0.3828883645,武豊町歴史民俗資料館（武豊町）
34.8305862039,137.2632426023,0.3834663408,とよおか湖公園（蒲郡調整池）
34.8304793654,137.2631824483,0.3835410930,とよおか湖公園
34.8049194662,137.1774977446,0.3839417996,双太山公園（そうだやま）
34.8046595870,137.1774172783,0.3841845015,【東三河】双太山公園
35.1136863975,136.7341125011,0.3852910288,金魚、金魚池
34.8469461768,136.9249575770,0.3854673751,旧武豊港駅転車台
35.3653033790,136.7718795387,0.3866214657,天然鮎せり市
34.8517592037,137.3121017218,0.3868055359,御油（ごゆ）の松並木
34.8057079081,137.0274871588,0.3872727022,一色地域文化広場「学びの館」
34.8056858847,137.0274925232,0.3872929965,一色地域文化広場「一色学びの館」
35.1108603734,136.7325782776,0.3873194231,金魚日本一大会
34.8056021957,137.0276641846,0.3873367445,【西三河】一色学びの館
35.3162257918,136.7490667964,0.3874497724,一宮桜まつり（尾西緑道）
35.0007363703,137.4550154182,0.3877065203,長の山湿原
35.3079505026,136.7457854748,0.3877977188,一宮市三岸節子記念美術館
35.0007449683,137.4551907355,0.3878571170,長ノ山（ながのやま）湿原
34.8507947387,137.3127553473,0.3879688603,御油のマツ並木
34.8311716341,137.2760623336,0.3881353862,ヒメハルゼミの棲息地
35.2959624226,136.7414633784,0.3882501131,冨田一里塚（東塚）
35.2958987830,136.7413097806,0.3883786811,冨田一里塚（西塚）
34.8296703014,137.2733759880,0.3883817073,蒲郡さがらの森
34.8293840798,137.2733974457,0.3886512716,【東三河】蒲郡さがらの森
34.7946090932,137.1154681414,0.3888106770,アグリプラザ幡豆店
35.1787368186,136.7234855890,0.3895843665,津島市観光交流センター（まつりの館　津島屋）
34.9739477532,137.4420201618,0.3900026297,甘泉寺のコウヤマキ
34.9735707311,137.4419850111,0.3901756174,【新城設楽】甘泉寺のコウヤマキ
34.9735267742,137.4419742823,0.3901902153,甘泉寺（かんせんじ）のコウヤマキ
34.8110726369,137.2316783667,0.3907830107,竹島
34.8110638281,137.2316998243,0.3907979184,竹島
35.2137801852,137.5027853251,0.3909247394,どんぐり横丁
34.7924025486,137.1011321165,0.3911909898,三ヶ根みかん狩り
34.8105679185,137.2320407101,0.3913739580,八百富神社社叢
35.2142447567,137.5032520294,0.3914263553,稲武どんぐり工房
35.2143324115,137.5033271313,0.3915081369,稲武どんぐり工房
34.7910918756,137.1047401428,0.3924081499,潮干狩り場(西幡豆・鳥羽海岸)
35.1736767703,136.7206585407,0.3925041136,天王川公園
35.1736241512,136.7204976082,0.3926663048,天王川公園
34.8462873885,136.9113782682,0.3928375732,グリーンセンター武豊
34.7923430177,137.1590709686,0.3937686891,【西三河】愛知こどもの国
34.7922064503,137.1581214666,0.3937944971,愛知こどもの国
35.1761498315,136.7192745209,0.3938343444,堀田家住宅
34.7899320047,137.0854748763,0.3944446792,正法寺古墳
35.1780440403,136.7186254263,0.3944530034,津島神社
35.1097632879,136.7250251770,0.3949444766,【海部】文鳥
35.1784266037,136.7180916667,0.3949816995,津島神社のイチョウ
35.1093946639,136.7247784138,0.3952557784,弥富の金魚市場
34.7956249730,137.1902650595,0.3954015045,ブルーブリッジ（形原漁港大橋）
35.3124868326,136.7392984275,0.3954041527,定渡船場（起渡船場跡）
35.1094780432,136.7245799303,0.3954351545,YaToMiAQUA（弥富金魚水族館）
34.7955641410,137.1903264509,0.3954731580,ブルーブリッジ
35.3057441253,136.7366659641,0.3957574321,【尾張】尾西歴史民俗資料館
35.3097949700,136.7377070356,0.3960414940,起のやまがき
35.3059960207,136.7364073529,0.3960812734,旧林氏庭園
35.2145121033,137.5079244375,0.3961053173,古橋懐古館
34.7885597373,137.1445277891,0.3961058300,三河湾観光漁船
34.7885597373,137.1445277891,0.3961058300,三河湾観光遊船
35.2145252515,137.5079941750,0.3961758719,古橋懐古館
35.3093246017,136.7372476507,0.3963272016,起の大いちょう
35.1013475675,136.7252333633,0.3963963484,立田輪中人造堰樋門
35.1013475675,136.7252333633,0.3963963484,立田輪中人造堰樋門
35.3093508235,136.7370165780,0.3965546364,宮河戸（起渡船場跡）
35.1012669580,136.7249822617,0.3966586993,【海部】立田輪中人造堰樋門
34.8440901789,137.3185551167,0.3967053267,【東三河】御油（ごゆ）の松並木資料館
35.3079780724,136.7362870591,0.3968133903,船橋河戸（起渡船場跡）
34.8438823381,137.3184291637,0.3968179120,東海道御油（ごゆ）の松並木
35.2100153045,137.5098556280,0.3977044882,【豊田加茂】大井平公園
35.2100372193,137.5098556280,0.3977059547,大井平公園
35.2141299511,137.5097655972,0.3979111360,しだれ桜（瑞龍寺）
35.2142108926,137.5098318421,0.3979834388,瑞竜寺のシダレザクラ
35.2142579050,137.5098556280,0.3980107941,【豊田加茂】瑞龍寺しだれ桜
34.8852280283,136.8486474835,0.3985200218,大善院のイブキ
34.7948628662,137.0216667652,0.3991490951,うなぎ割烹　みかわ三水亭
34.7914443119,137.1885108948,0.3991671260,【東三河】形原港晩市
34.7864571977,137.0697212219,0.3993118518,潮干狩り（吉田海岸）
35.2090291311,137.5116419792,0.3994223959,名倉川遊歩道
35.1061999658,136.7210168537,0.3995564616,弥富市歴史民俗資料館
35.1287539460,136.7169141769,0.3998808544,【海部】服部家住宅
34.7853821971,137.0664811134,0.4007440455,西尾市吉良町吉田沖の海苔粗朶
34.7853293279,137.0659661293,0.4008567091,【西三河】海苔養殖風景
34.7949509714,137.0141029358,0.4008628753,一色さかな広場
34.7945782753,137.0140547403,0.4012359390,一色さかな広場、さかな村
35.1045936224,136.7194569111,0.4013994415,【海部】水郷の塔
34.7852235893,137.1640062332,0.4014368355,【西三河】三河湾の彼方に沈む夕日
34.7850473581,137.1634483337,0.4015412256,三河湾の彼方に沈む夕日
34.7835141301,137.1493721008,0.4015449536,潮干狩り場(東幡豆海岸)
35.1044448884,136.7193152019,0.4015676147,水郷の塔
35.1044448884,136.7193152019,0.4015676147,水郷の塔
34.7941932636,137.0140600204,0.4016077600,うなぎ処　いっしき
