緯度情報,経度情報,愛工大からの距離,データ名
35.1644978602,136.7117196169,0.4017677527,JAあいち海部グリーンセンター津島店
35.1063227321,136.7186307907,0.4018742455,【海部】海部水郷地帯の酒
34.7818434917,137.0967589436,0.4018986963,潮干狩り（宮崎東海岸）
35.1643363393,136.7115926743,0.4019021887,ＪＡあいち海部グリーンセンター津島店 （愛菜耕房）
35.1743110618,136.7107976424,0.4023472051,下新田の藤
34.7851002275,137.1783828735,0.4036358139,【東三河】蒲サ食品
35.2184170160,137.5170278549,0.4054996781,夏焼城ヶ山の花々
34.7777334283,137.0913720131,0.4062571228,西尾市吉良町宮崎海岸
34.7841661961,137.0372343063,0.4063793338,【西三河】鰻養殖ハウス群
34.7776100553,137.0912003517,0.4063895101,【西三河】西尾市吉良町宮崎海岸
34.9315899049,137.4323934317,0.4066938272,保永の三滝（やすながのさんたき）
34.8558003426,137.3544162512,0.4069288716,四季の森
34.8555978501,137.3543572426,0.4070569279,四季の森
34.7807912585,137.1775674820,0.4077587194,西浦鮮魚マーケット
34.7805649072,137.1775711426,0.4079827992,西浦鮮魚マーケット
34.8558708097,136.8680740005,0.4090142224,多賀神社の社叢
34.8557431165,136.8679869175,0.4091686361,【知多】多賀大社
34.8555163798,136.8669160464,0.4099922008,多賀の里
34.8555163798,136.8669160464,0.4099922008,多賀の里　農畜産物直売所
35.0554083624,137.5043839216,0.4117445328,鳴沢（なるさわ）の滝
34.7888572934,137.2364163963,0.4133942920,大島ナメクジウオ生息地
34.8407188088,137.3445124912,0.4135424947,三河国分尼寺跡
34.7754637834,137.0436110347,0.4138146393,三河湾に広がる一色干潟
35.2229550453,137.5253028944,0.4141530684,山里Cyafe（ちゃふぇ）
34.8379554577,137.3415872000,0.4142140931,三河国分寺跡
34.9057595818,137.4214933624,0.4150099770,砥鹿神社奥宮（本宮山）の社叢
34.8185421538,137.3117101192,0.4154506132,御津山（みとやま）
34.7672108065,137.1002554893,0.4163977572,潮干狩り(梶島)
35.2595145730,136.7029023170,0.4171403225,木曽三川公園ワイルドネイチャープラザ
35.2596459816,136.7029237747,0.4171432202,木曽三川公園 ワイルドネイチャープラザ
34.8468990092,137.3598825932,0.4173385381,ぎょぎょランド
34.8468109595,137.3600864410,0.4175301191,【東三河】ぎょぎょランド
35.1441941812,136.6943830443,0.4204917246,立田ふれあいの里
35.1441941812,136.6943830443,0.4204917246,道の駅「立田ふれあいの里」
35.1441169911,136.6941690445,0.4207119947,【海部】立田道の駅
35.1728611698,137.5345158577,0.4216060024,道の駅「アグリステーションなぐら」
35.1728699397,137.5346231461,0.4217130378,道の駅アグリステーションなぐら
34.8408673904,136.8651974201,0.4228047218,【知多】潮干狩り（大谷）
35.2504770987,137.5308965509,0.4232023274,大野瀬の子持桂
35.2078544734,136.6902315617,0.4235162416,れんこん
34.8050912502,136.9214808941,0.4240546663,【知多】潮干狩り（上村）
34.8049205134,136.9215063792,0.4241954886,知多半島の潮干狩り （上村潮干狩り場）
35.1613541917,136.6892230511,0.4243924745,ハスの風景
35.1613541917,136.6890621185,0.4245531896,花ハス
34.8026298139,136.9210650642,0.4264391294,知多半島の潮干狩り （大池潮干狩り場）
34.8025364756,136.9212448597,0.4264415811,【知多】潮干狩り（大池）
34.8796347576,137.4177916259,0.4302942364,宝円寺のシダレザクラ
34.8796249385,137.4177968502,0.4303048686,本宮山（宝円寺のシダレザクラ、牛の滝）
35.2024543357,137.5436353683,0.4310143129,面の木原生林
34.7983781904,136.9191366434,0.4311037429,【知多】潮干狩り（河和口）
34.7983870005,136.9191044569,0.4311103525,知多半島の潮干狩り （河和口潮干狩り場）
35.2025979429,137.5439824347,0.4313674039,黒田ダム
34.8011533405,137.3166346550,0.4330956541,【東三河】引馬神社
34.8273157234,136.8661218032,0.4333292453,盛田味の館
34.8273157234,136.8661218032,0.4333292453,盛田味の館
34.8272351843,136.8660557270,0.4334330815,【知多】味の館
35.2618170785,137.5397726279,0.4338737594,子持ち桂
34.8250245817,136.8653583527,0.4356475922,【知多】潮干狩り（小鈴谷）
34.8236766261,136.8673156751,0.4356501587,小脇公園
34.8236766261,136.8673156751,0.4356501587,小脇公園
34.8235996576,136.8672211095,0.4357670556,【知多】小脇公園
35.1318338064,136.6802000999,0.4359040658,船頭平閘門
35.1317241268,136.6801893711,0.4359277104,【海部】船頭平閘門
35.1384113792,136.6773302438,0.4380293611,【海部】加藤牧場
34.8779394421,137.4270129204,0.4380541148,本宮の湯
34.8779394421,137.4271416664,0.4381464014,本宮（ほんぐう）の湯
34.8781245885,137.4278293474,0.4385107328,本宮山
34.8746651676,137.4248242378,0.4387857748,【東三河】ウォーキングセンター及び本宮山
35.0550053151,137.5347184961,0.4407941467,田峯城址（歴史の里　田峯城址）
34.8799599863,137.4336549270,0.4414475723,炭焼古墳群
34.9911057524,137.5114504096,0.4423924845,奥三河の民宿旅館　川合
34.7858051498,136.9169211388,0.4433449214,知多半島の潮干狩り （北方潮干狩り場）
34.7856994119,136.9169211388,0.4434397533,【知多】潮干狩り（北方）
34.8022302023,136.8863224940,0.4435103205,鵜の山ウ繁殖地
35.1997102970,137.5569713116,0.4442284890,【豊田加茂】オオキツネノカミソリ他
34.8163010064,136.8627972877,0.4442893139,知多半島の潮干狩り（常滑市）
34.8162432354,136.8625366688,0.4444838798,【知多】潮干狩り（坂井）
34.8782233479,137.4362747180,0.4445443623,炭焼古墳群
34.8161859819,136.8624240160,0.4445946683,知多半島の潮干狩り （坂井海岸）
34.8160292053,136.8625774420,0.4446377284,坂井海岸（常滑市）
34.8016913871,136.8833297533,0.4455092023,鵜の池（美浜町）
34.7890212817,137.3221921921,0.4464168916,三河臨海緑地「日本列島」
34.7887569468,137.3220419884,0.4465801225,三河臨海緑地「日本列島」
34.8010035728,136.8797671795,0.4479435828,ジョイフルファーム鵜の池
34.8008361852,136.8797028065,0.4481200059,ジョイフルファーム鵜の池（美浜町）
34.8007254575,136.8798284662,0.4481491365,【知多】ジョイフルファーム鵜の池
35.0642475636,137.5488924980,0.4518472688,道の駅したら・奥三河郷土館
34.7891754767,136.8896538019,0.4531278367,美浜町民の森
34.7891622600,136.8896162510,0.4531578487,美浜町民の森（美浜町）
34.8068330560,136.8586437280,0.4544560283,知多半島の潮干狩り （上野間潮干狩り場）
34.8067297881,136.8586206436,0.4545545238,【知多】潮干狩り（上野間）
34.8244609126,137.3919296265,0.4545595569,【東三河】豊川稲荷春季大祭・秋季大祭
34.8473250392,137.4215099302,0.4561875769,砥鹿神社のケヤキ
34.7803043225,137.3353248592,0.4603321354,前芝の燈明台
34.7997085121,136.8581914902,0.4606270200,【知多】潮干狩り（奥田北）
34.7996469645,136.8581895924,0.4606793404,知多半島の潮干狩り （奥田北潮干狩り場）
34.8074858968,137.3804221631,0.4613163671,牛久保のナギ
34.7988010764,137.3686105013,0.4617802793,五社稲荷社朝市
34.7987345625,137.3685528619,0.4618037856,五社稲荷社朝市
34.7960919251,137.3660784960,0.4626494507,とんぼ公園（ビオトープ）
34.7267911200,137.0345842838,0.4633124305,「三河湾の黒真珠」佐久島
35.0977712814,137.5685067824,0.4634464651,福田寺のイヌグス
34.8959016218,137.4768054485,0.4636660995,愛知東農業協同組合 産地直売施設　グリーンセンターしんしろ
34.7247932342,137.0445917295,0.4636990206,【西三河】カモメの駐車場
34.8959398530,137.4768928606,0.4637109787,グリーンセンターしんしろ
34.8958312241,137.4768376350,0.4637350047,【新城設楽】グリーンセンターしんしろ
34.7260901025,137.0344179869,0.4640314866,佐久島弁天サロン
34.7259181540,137.0350778103,0.4640896481,黒壁の家並み
34.7259432097,137.0344032045,0.4641787603,弁天サロン
34.7238637821,137.0460460146,0.4644062845,大浦海水浴場（佐久島）
34.7252770361,137.0352777887,0.4646881593,大葉邸
34.7957037862,136.8567617477,0.4647551297,知多半島の潮干狩り （奥田中潮干狩り場）
34.7955853260,136.8567752838,0.4648464938,【知多】潮干狩り（奥田中）
35.0980085846,137.5703396725,0.4652042887,福田寺（ふくでんじ）のイヌグス
34.7223821065,137.0486605167,0.4655037160,【西三河】佐久島八劔神社
34.7224213616,137.0460481092,0.4658333619,シーサイドプロムナード
34.7220974102,137.0466491045,0.4660679549,民宿千鳥
34.7216106363,137.0466934822,0.4665434565,佐久島民宿　魚増
35.2890951852,137.5676469581,0.4667275996,玄武岩
34.7211509936,137.0468251681,0.4669797410,佐久島体験民宿ゆきや
34.7207016462,137.0482670504,0.4672224714,民宿　市兵衛
34.7206829882,137.0476228893,0.4673306864,ごはん屋　海
35.2844561380,137.5693720528,0.4673832323,亀甲苑（きっこうえん）
34.7495114457,136.9387865067,0.4675840103,【知多】潮干狩り（矢梨）
34.7495114457,136.9387435913,0.4676000053,知多半島の潮干狩り （矢梨潮干狩り場）
34.7516728835,136.9328047758,0.4678506796,阿奈志神社のほるとのき
34.7473780993,136.9427669048,0.4681018169,【知多】潮干狩り（久方）
34.7466970521,136.9426593749,0.4687753462,知多半島の潮干狩り （乙方海岸）
34.8617825326,137.4549014755,0.4693757688,旗頭山尾根古墳群
34.7165530298,137.0499587059,0.4711018724,佐久島
34.7417094771,136.9470423460,0.4718656031,【知多】潮干狩り（山田）
34.7417050690,136.9470208883,0.4718772784,知多半島の潮干狩り （山田海岸）
34.7164075181,137.0449912548,0.4719367153,「佐久島のお庭」
35.0481799686,137.5661873817,0.4728938401,四谷（よつや）の千枚田
35.0502645388,137.5685260831,0.4745462472,新城市四谷地区
34.7607294837,136.8962613870,0.4750310195,いちご狩り・みかん狩り
34.7852544466,137.3754695340,0.4768625165,瓜郷遺跡
35.1887551357,137.5911962986,0.4781842489,面ノ木（めんのき）園地
35.1891453209,137.5912392139,0.4782316800,【新城設楽】面ノ木ビジターセンター
34.9970755225,137.5554800034,0.4800758614,山びこの丘
34.9969700561,137.5554800034,0.4801168070,山びこの丘
34.7724502529,136.8647843599,0.4801265752,【知多】法山寺
34.7800422328,136.8497800827,0.4816784351,知多半島の潮干狩り （奥田南潮干狩り場）
34.7799452996,136.8496513367,0.4818299789,【知多】潮干狩り（奥田南）
34.7721770519,137.3710244894,0.4854578905,JAファーマーズマーケット吉田方店
34.7709668984,136.8533582467,0.4873876553,史跡大御堂寺
34.9174245585,137.5221082582,0.4879392491,断上山古墳（第10号墳）
34.8928656644,137.5055372715,0.4883338059,桜淵公園
34.7071528390,137.0024582390,0.4889291616,日間賀島〔体験漁業〕（南知多町）
34.9169075476,137.5231895143,0.4891275859,断上山古墳（第9号墳）
34.7068164091,137.0025157928,0.4892438740,日間賀島教育旅行
34.8147607084,137.4351605687,0.4895552665,権現山古墳
34.7270792453,136.9325683219,0.4907244419,国営農地開発事業南知多地区
34.8593922993,137.4821645021,0.4911622863,吉祥山（きちじょうさん）
34.8590665646,137.4822771549,0.4914618649,【東三河】吉祥山
34.9186677260,137.5282341242,0.4924167133,新城市設楽原歴史資料館
34.8164053711,137.4414730999,0.4925048888,馬越長火塚古墳群
34.8076415411,137.4317497015,0.4927253300,フルーツショップゆめ彩館
35.1994560523,137.6055407524,0.4927601088,道の駅「つぐ高原グリーンパーク」
35.1996664618,137.6055353880,0.4927616429,道の駅つぐ高原グリーンパーク
34.7034345655,136.9994963895,0.4932252148,干ダコ
34.7657257222,137.3763620853,0.4937605835,【東三河】	羽田まつり
34.7482376153,136.8747568130,0.4961418162,【知多】持宝院
34.7530239221,137.3601184758,0.4962669685,グリーンセンター牟呂
34.9412208382,137.5468701124,0.4968536743,鮎滝
35.0874105814,137.6007647204,0.4970813417,岩古谷山（いわこやさん・いわごやさん）
34.7702822464,137.3899930716,0.4973714004,【東三河】豊橋祇園祭
35.0868482727,137.6017158625,0.4981233117,北設山岳公園岩古谷山
34.7706186048,137.3930765233,0.4988165419,吉田城
34.7633887675,137.3830285167,0.4993119836,路面電車
34.7680524894,137.3921978474,0.5004515283,豊橋市公会堂
34.7274959263,136.9057287114,0.5008377051,【知多】天龍寺
34.7679863890,137.3946762085,0.5018929051,【東三河】鬼祭
34.7551619030,136.8498229980,0.5026753498,【知多】良参寺
34.8022545646,137.4411481619,0.5029262989,産直プラザ石巻
34.7563342583,136.8470978737,0.5031121082,食と健康の館
34.7562112190,136.8471660015,0.5031805556,食と健康の館（美浜町）
34.7577622175,136.8444961309,0.5032839533,野間崎灯台（美浜町）
34.7396111948,136.8735229969,0.5043100605,【知多】如意輪寺
34.9689374041,137.5703406636,0.5050956318,【新城設楽】観来館
34.6969839139,136.9719700294,0.5064718652,羽豆神社の社叢
34.7065353850,136.9381718189,0.5079281858,豊浜魚ひろば（南知多町）
34.7065694509,136.9378960133,0.5079912293,豊浜魚ひろば
34.9707423787,137.5751243395,0.5086734058,ネズの樹
34.9706522701,137.5751129411,0.5087007320,ネズの樹
35.1695222106,137.6216809768,0.5088286964,金龍寺のシダレザクラ
35.1760239643,137.6224903589,0.5095020297,津具八幡宮の杉
34.7339905334,136.8721282482,0.5099207998,【知多】泉蔵院
35.1719108061,137.6231809914,0.5102687279,鞍船遺跡
34.7101017648,136.9209069014,0.5108215205,【知多】影向寺
34.7203032245,136.8970738734,0.5109913029,【知多】西方寺
34.9829391572,137.5831149076,0.5110362740,鳳来寺山
34.6885571562,137.2408461571,0.5110924012,潮干狩り場（田原）
34.9723706982,137.5786650181,0.5112175697,鳳来寺山自然科学博物館
34.9723179491,137.5787883997,0.5113517231,鳳来寺山自然科学博物館
34.6858487983,137.2327619791,0.5117638479,白谷海浜（しろやかいひん）公園
34.7332159056,136.8693676012,0.5119119723,内海海水浴場（南知多町）
34.9248961833,137.5550421841,0.5120495894,【新城設楽】こんたく長篠
34.9250131287,137.5551193526,0.5120571786,こんたく長篠
34.9254105600,137.5553941727,0.5120941118,愛知東農業協同組合 産地直売施設　こんたく長篠
34.9250674938,137.5557267666,0.5125542687,こんたく長篠
34.7047613418,136.9296562672,0.5125787105,【知多】豊浜鯛まつり
34.7048059976,136.9295308429,0.5125819008,豊浜鯛まつり（南知多町）
34.7490594496,137.3854704712,0.5127178934,産直プラザ福岡
34.6789584071,137.2119534016,0.5140594463,仁崎（にさき）海水浴場
34.6812170940,137.0031424243,0.5140795845,コウナゴの天日干し
34.6784069745,137.2122967243,0.5146666862,仁崎（にさき）キャンプ場
34.9787267165,137.5861537457,0.5154909947,鳳来寺山
34.9788537711,137.5862375914,0.5155175198,鳳来寺山
35.1682918681,137.6290338991,0.5162134903,大根平遺跡
34.9234849132,137.5593917045,0.5165175141,長篠城跡
34.9233169540,137.5594764948,0.5166753182,長篠城址（長篠城址史跡保存館）
34.7209174971,137.3447578272,0.5172945206,お葉付イチョウ
35.1487579053,137.6313269465,0.5194423063,ホソバシャクナゲ自生地
34.7315614076,137.3707455397,0.5201733408,グリーンセンター磯辺
34.6849357000,137.2621160746,0.5202902368,蔵王山（ざおうさん）展望台
34.6848254218,137.2620463371,0.5203759196,蔵王山（ざおうさん）展望台
34.6639404850,137.1828353405,0.5241392820,江比間（えひま）野外活動センター
34.7897953861,137.4598194903,0.5245844958,石巻山石灰岩地植物群落
34.8668993690,137.5332549427,0.5260792463,宇利城跡
34.6756177458,137.2514024333,0.5263067973,衣笠（きぬがさ）の森
34.6815435903,137.2810271635,0.5292363840,吉胡貝塚
34.6698262114,137.2441077232,0.5300460525,滝頭（たきがしら）公園
34.6540079254,137.1485567093,0.5305941836,潮干狩り場（伊川津・泉）
34.6736645032,137.2691166401,0.5331060297,田原城跡・田原市博物館
34.7123247955,137.3631787702,0.5333777241,植田アグリセンター
34.6506382729,137.1540010236,0.5343460557,どろんこ村ファーマーズキッチン
34.7975839275,137.4851028631,0.5359970299,嵩山蛇穴
34.8512472041,137.5340275475,0.5362485430,中宇利丸山の蛇紋岩植生
34.6473487816,137.0908999443,0.5365205073,潮干狩り場（小中山）
34.6675186074,137.2677831998,0.5386010293,城宝寺古墳
34.6454447250,137.1480784583,0.5391071921,伊川津貝塚
34.7625571590,137.4508309364,0.5396484028,【東三河】多米民俗資料収蔵室
35.0053498178,137.6229643822,0.5401177184,愛知県民の森
35.0054113336,137.6230394840,0.5401683480,【新城設楽】愛知県民の森
35.0053410298,137.6230609417,0.5402117775,愛知県民の森
34.6821301757,137.3197942972,0.5422455363,ジョイフル杉山
34.9702870827,137.6135122776,0.5439603979,【新城設楽】湯谷温泉
34.9702519158,137.6135337353,0.5439939190,湯谷温泉
35.2275759506,137.6555156708,0.5442685264,【新城設楽】茶臼山高原
35.2276548269,137.6555585861,0.5443177057,茶臼山高原
35.2276460629,137.6558053494,0.5445629409,茶臼山高原
34.9741771980,137.6159042572,0.5446557044,鳳来ゆーゆーありいな
34.9741771982,137.6159042578,0.5446557049,鳳来ゆ～ゆ～ありいな
34.9673340163,137.6137424144,0.5453354808,馬背岩
34.9674341141,137.6138180494,0.5453652771,馬背岩（うまのせいわ）
34.6615917877,137.2722821116,0.5455767477,【東三河】「道の駅」田原めっくんはうす
34.6615917310,137.2723475756,0.5455959129,道の駅「田原めっくんはうす」
35.2160065983,137.6582407951,0.5461723446,茶臼山の芝桜
34.7229540544,137.4080907564,0.5468779859,高師小僧
34.6433901106,137.2006827593,0.5470875408,サンテパルクたはら
34.6431826834,137.2007095814,0.5472965860,サンテパルクたはら
34.7218425323,137.4094305086,0.5485369317,高師小僧
34.6332586993,137.1230169438,0.5502439240,スイーツ＆ジェラテリア　Baroque(バロック)
34.6325784995,137.1403047170,0.5515079571,デイリーパラダイス
34.6350879436,137.1822327768,0.5526724777,光岩
34.7451389077,137.4513459206,0.5536543046,葦毛湿原（いもうしつげん）と豊橋自然歩道
34.7451389077,137.4515175819,0.5537592130,葦毛湿原
34.7442808961,137.4511835278,0.5542346638,葦毛湿原
34.6346785328,137.1953634132,0.5548742823,大アラコ古窯跡
34.6434430706,137.2428900003,0.5553622150,【東三河】黒河湿地植物群落
34.6434210039,137.2428524494,0.5553748919,黒河湿地（くろがわしっち）植物群落
34.6432677525,137.2427628757,0.5555029754,黒河湿地植物群落
34.6282092729,137.0621950791,0.5575264025,キャベツ畑
34.6256333452,137.1012532711,0.5579034169,愛知みなみ農協　ふれあい広場 渥美店
34.6256068595,137.1011245251,0.5579326318,愛知みなみ農協ふれあい広場渥美店
35.0981401499,137.6657545448,0.5592518129,振草農産物生産直売組合
34.6994166730,137.3934172764,0.5593407028,NDふぁ～む
34.6223755395,137.1089243889,0.5610517698,【東三河】渥美郷土資料館
34.8625092049,137.5760855853,0.5633721565,黄柳野ツゲ自生地
34.6712997835,137.3486709595,0.5637199489,【東三河】水の展示館
34.6198856671,137.1437547833,0.5643628571,椛のシデコブシ自生地
35.2146348195,137.6767212152,0.5645433751,グリーンステージ花の木
34.6198195291,137.1494525671,0.5647675941,シデコブシ自生地 (椛、伊川津、藤七原、黒河）
34.6197140879,137.1491898435,0.5648559421,伊川津のシデコブシ
35.2148448682,137.6776496004,0.5654819784,川宇連ハナノキ自生地
35.0496819111,137.6625859737,0.5655815407,明神山（みょうじんさん・みょうじんやま）
34.8659683431,137.5816583633,0.5660141270,黄柳野（つげの）つげ自生地
34.6263213313,137.2217205036,0.5675925253,電照菊
34.6724424457,137.3602795601,0.5676412162,万場調整池と万場緑地
34.6252095729,137.2210192680,0.5685501604,赤羽根文化の森
34.6451668863,137.2990962601,0.5694947257,百々陶器窯跡
34.7234094277,137.4499028921,0.5701560125,二川宿本陣（ふたがわしゅくほんじん）資料館
35.1790883648,137.6832447239,0.5702192175,豊根グリーンポート宮嶋
34.7255918916,137.4583250284,0.5734281765,産直プラザ二川
34.6145969006,137.0403563976,0.5734405175,【東三河】西ノ浜海浜の森
34.7255918916,137.4584484100,0.5735024777,産直プラザ二川
35.0211578684,137.6631165844,0.5735055593,乳岩及び乳岩峡
34.6141465825,137.0403778553,0.5738844890,西ノ浜海浜の森
34.9031650148,137.6143135274,0.5742923726,満光寺庭園
34.9029674883,137.6142257452,0.5743121825,満光寺（まんこうじ）庭園
35.0191369860,137.6639699936,0.5748983477,乳岩峡
35.0190403345,137.6639914513,0.5749465351,乳岩峡（ちいわきょう）
34.6156299741,137.2081768513,0.5756972425,【東三河】メロン狩り
34.6155082775,137.2083442579,0.5758449485,愛知みなみ農協ふれあい広場赤羽根店
34.6155082775,137.2083442579,0.5758449485,愛知みなみ農協ふれあい広場赤羽根店
34.6153827440,137.2082197666,0.5759481654,【東三河】いちご狩り
35.0837013298,137.6802958267,0.5759507575,東栄町交流促進センター　千代姫荘
34.9993132529,137.6592379386,0.5763874868,鳳来町のムカデランの自生地
34.6144026460,137.2180849314,0.5786241535,【東三河】太平洋ロングビーチ
34.6142437101,137.2181224823,0.5787872654,太平洋ロングビーチ
34.6090869582,137.0407962799,0.5788513738,休暇村伊良湖キャンプ場
34.6091399402,137.1910482645,0.5795460476,「道の駅」あかばねロコステーション
34.6040358565,137.0936679840,0.5797001777,【東三河】たはら凧まつり
34.6033545205,137.1017934267,0.5801667344,皿山古窯群
34.9502668087,137.6451271701,0.5809229795,阿寺の七滝
34.9502702462,137.6456075907,0.5813616650,阿寺の七滝（あてらのななたき）
34.9502570553,137.6456022263,0.5813620409,阿寺の七滝
35.0803235833,137.6881153391,0.5842402958,設楽城跡
34.5990197732,137.0901918411,0.5848389810,渥美の森
35.1435610632,137.6982197779,0.5865332573,湯～らんどパルとよね
35.1435700291,137.6982308104,0.5865436552,兎鹿嶋温泉（湯～らんどパルとよね）
35.1433712792,137.6982271671,0.5865535544,【新城設楽】湯～らんどパルとよね
34.6839801076,137.4220779264,0.5873122513,あぐりパーク食彩村
34.5952133528,137.0605909824,0.5905327955,初立池公園
34.5951397039,137.0605466890,0.5906100887,初立池（はったちいけ）公園
34.5954064315,137.0563381697,0.5907335244,【東三河】伊良湖東大寺窯跡
34.5951719148,137.0562076559,0.5909794958,伊良湖東大寺瓦窯跡
34.5885247322,137.0744540315,0.5961376711,ハマボウの野生地
35.0709399981,137.7000403404,0.5976764721,龍洞院のシダレザクラ
34.5886422307,137.0294076204,0.6006213525,【東三河】句碑・歌碑
34.5889747074,137.0263139257,0.6007309499,伊良湖海水浴場
34.5848305515,137.0553601904,0.6013544458,ハマボウ、ハマカンゾウ
35.1205476192,137.7123439858,0.6025901970,茶禅一
34.5863280300,137.0296867325,0.6028744397,宮山原始林
35.0748516376,137.7066885564,0.6034912993,とうえい温泉
35.0748516376,137.7066885567,0.6034912996,とうえい温泉
34.5855117675,137.0254040874,0.6042890975,キャベツ畑・菜の花畑
35.0743502174,137.7085268497,0.6053898260,蔦の渕（つたのふち）
35.0739287497,137.7084839344,0.6054236882,振草（ふりくさ）渓谷
34.5841375322,137.0199501514,0.6064620360,【東三河】「道の駅」伊良湖クリスタルポルト
34.5839785384,137.0201647282,0.6065862541,道の駅「伊良湖クリスタルポルト」
34.5824857483,137.0184373856,0.6083277197,（日本の道百選） 渥美サイクリングロード
35.1395592685,137.7209186554,0.6094565032,大入の郷（おおにゅうのさと）
35.1822970797,137.7225601673,0.6095192874,三沢高原農産物加工体験館
35.1183421024,137.7191698551,0.6096107082,東栄町森林体験交流センター 「スターフォレスト御園」
34.5809061141,137.0187955063,0.6098327363,渡り鳥
34.5793940858,137.0162487030,0.6117244521,伊良湖岬灯台・恋路が浜・日出の石門
34.5793322514,137.0164418221,0.6117549831,伊良湖岬灯台 恋路ヶ浜 日出の石門（ひいのせきもん）
35.0310746057,137.7072552810,0.6134299347,須佐男神社のアヤスギ
35.0468410352,137.7212363903,0.6233395712,愛知東農業　東栄直売所
35.0467596565,137.7212906477,0.6234103437,愛知東農業協同組合 産地直売施設　東栄直売所
35.0671848611,137.7429186206,0.6405103258,煮え渕のポットホール
35.0804765661,137.7495477910,0.6447755377,預り渕のポットホール
35.1722823515,137.7822875977,0.6693382384,バンガロー村「古里とみやま」 湯の島温泉
35.1806748126,137.7995020151,0.6864655730,とみやま来富館（らいふかん）
